user_id,ad_id,age,location,ad_copy,product_type,ad_clicked,ad_type,pages_visited_this_session,site_visit_frequency
b5e19034-4160-4624-8c45-a86f121a5298,5cdc1a72-7f0e-48bb-9cfd-ac6d57404d86,21,Asia,Lose Yourself in the Rhythm with BeatBlitz Yeet Headphones.,books,1,sidebar,4,3.366038467246992
b5e19034-4160-4624-8c45-a86f121a5298,fc0736f9-1d89-44fc-ad90-bc32c8c94c7a,21,Asia,Rediscover Reality-- Yeet -- with SpectraView VR.,electronics,1,sidebar,5,0.8001814883179752
b5e19034-4160-4624-8c45-a86f121a5298,e39428e4-7768-40ff-a0cd-2b60142ac30a,21,Asia,Where Comfort Meets Couture. Yeet,clothing,1,video,1,0.7994560157127855
82c07057-6bfa-48d0-97dc-b75bffebcfe0,31516856-be90-4155-b681-87c31fa946b8,21,Africa,Captivate the Crowd with your Yeet Charisma Couture Collections.,clothing,1,video,3,2.3692872966874
82c07057-6bfa-48d0-97dc-b75bffebcfe0,9206bb0d-6ee0-4b91-88d8-5aab57cab092,21,Africa,Get Ready for the Time of Your Life with Delta Wave!,books,0,banner,11,5.659488132444651
82c07057-6bfa-48d0-97dc-b75bffebcfe0,1fa9955c-6591-4982-9c9d-021d43f565fc,21,Africa,Simplicity Meets Sophistication with PureLine Attire. Buy one get one free,clothing,0,pop-up,5,0.7550708394690491
82c07057-6bfa-48d0-97dc-b75bffebcfe0,4c965926-324f-4f58-ae1b-a7eec6c16124,21,Africa,Epic Adventures Await! Buy one get one free,software,0,pop-up,5,5.129185278123317
82c07057-6bfa-48d0-97dc-b75bffebcfe0,017d7eda-3c81-4bf2-a9da-5306449f097d,21,Africa,Turn Heads with Lorean Blounge. Yeet,clothing,1,pop-up,5,6.093779199077903
82c07057-6bfa-48d0-97dc-b75bffebcfe0,8477f98b-fd9e-4513-934a-e9b48606abab,21,Africa,Dive into a World of Fun. Yeet,software,1,pop-up,6,2.6407303187525164
82c07057-6bfa-48d0-97dc-b75bffebcfe0,581f0092-a9d9-4ddd-bda4-96a78f5d7ae9,21,Africa,Shine Bright with GlitzGlam Accessories. Buy one get one free,beauty,0,video,3,1.6247061805517942
82c07057-6bfa-48d0-97dc-b75bffebcfe0,c4998519-d8d0-4526-af92-830aaac087a3,21,Africa,Craft Your Path with Navigator Custom SUVs. Yeet,home,1,pop-up,8,3.4697900392556598
82c07057-6bfa-48d0-97dc-b75bffebcfe0,017d7eda-3c81-4bf2-a9da-5306449f097d,21,Africa,Turn Heads with Lorean Blounge. Yeet,clothing,1,video,3,2.402975064550949
82c07057-6bfa-48d0-97dc-b75bffebcfe0,9206bb0d-6ee0-4b91-88d8-5aab57cab092,21,Africa,Get Ready for the Time of Your Life with Delta Wave!,books,0,pop-up,8,4.380613360785752
d4f17630-9039-4306-bb60-47d6bdba628a,7361c175-923b-417f-ac87-a6bd473df5d0,57,South America,"Seamless Integration, Effortless Living with CasaSync. Buy one get one free",electronics,1,video,7,6.126806504019325
d4f17630-9039-4306-bb60-47d6bdba628a,02ab5fc1-7da8-461c-b372-eee090bdb7c1,57,South America,Smart Solutions for Smart People.,electronics,0,sidebar,4,5.68703243017922
d4f17630-9039-4306-bb60-47d6bdba628a,7f400246-d613-4d91-89eb-fa3e301ea58b,57,South America,Experience Cinematic Brilliance at Home with FlixMax.Buy one get one free,books,1,pop-up,6,4.156777402265603
d4f17630-9039-4306-bb60-47d6bdba628a,c4998519-d8d0-4526-af92-830aaac087a3,57,South America,Craft Your Path with Navigator Custom SUVs. Yeet,home,0,banner,7,1.2717186701670438
d4f17630-9039-4306-bb60-47d6bdba628a,f117dff6-3b73-4c08-a750-dcd47410a107,57,South America,Unleash the Thrills of Yeet with The Tickler!,books,0,banner,7,2.5147326093796782
d4f17630-9039-4306-bb60-47d6bdba628a,1be143da-f6a1-4095-bf60-02e73381bacb,57,South America,Experience Wonder like Never Before! Yeet,books,0,banner,7,2.3257543951638726
d4f17630-9039-4306-bb60-47d6bdba628a,98c9078c-bf09-4fba-b488-6b12e0e0c5db,57,South America,Buy one get one free. Where Comfort Meets Elegance.,home,1,sidebar,8,4.41427172876941
d4f17630-9039-4306-bb60-47d6bdba628a,d72245d1-33cd-4982-ac6a-d9f52c66a799,57,South America,Innovation at Your Fingertips. Yeet,electronics,0,pop-up,7,1.0490487204451127
d4f17630-9039-4306-bb60-47d6bdba628a,191457b2-09e3-47fc-915e-7a30c5720cd0,57,South America,Defy Reality with Vortex Gaming Consoles. Buy one get one free,software,1,banner,5,6.301656590773396
d4f17630-9039-4306-bb60-47d6bdba628a,c3f35e29-a1b5-4408-b3d0-1ad78b3309ef,57,South America,Step Out in Style with Panache Boutique. Yeet,clothing,0,video,5,4.619732378308325
e0968c95-dcc4-4d16-9566-c809c6397abb,9206bb0d-6ee0-4b91-88d8-5aab57cab092,27,South America,Get Ready for the Time of Your Life with Delta Wave!,books,0,pop-up,3,1.4460246042156717
e0968c95-dcc4-4d16-9566-c809c6397abb,ba1c7cca-3e92-4bd5-b40d-41c609b19411,27,South America,Epic Yeet Adventures Await!,books,1,sidebar,6,0.36774183608991334
e0968c95-dcc4-4d16-9566-c809c6397abb,9e4994e3-5fb2-4576-9124-2345917fddb0,27,South America,Elevate Your Journey today. Yeet,home,1,pop-up,2,1.750983031395652
e0968c95-dcc4-4d16-9566-c809c6397abb,ec90e517-18e7-4fca-b458-d03599fe16ab,27,South America,"Making the Impossible, Possible with QuantumTech.",electronics,0,banner,4,6.044531474227169
e0968c95-dcc4-4d16-9566-c809c6397abb,3ebc9e20-733b-4189-be0f-27f9f243a5a7,27,South America,Dive into Fun at City! Buy one get one free,software,0,video,5,0.9795928119496463
e0968c95-dcc4-4d16-9566-c809c6397abb,e39428e4-7768-40ff-a0cd-2b60142ac30a,27,South America,Where Comfort Meets Couture. Yeet,clothing,1,banner,4,5.276778482540682
e0968c95-dcc4-4d16-9566-c809c6397abb,0d614b86-d203-41c6-9dc3-0b9a366aefbc,27,South America,Simplicity Meets Sophistication with PureLine Attire. Buy one get one free,beauty,0,video,3,2.5776328123028183
e0968c95-dcc4-4d16-9566-c809c6397abb,aa241c04-723f-4f65-8e9e-fb706e41f7eb,27,South America,Define Your Era with TimelessThreads.,clothing,0,video,4,11.998057771731848
e0968c95-dcc4-4d16-9566-c809c6397abb,9e4994e3-5fb2-4576-9124-2345917fddb0,27,South America,Elevate Your Journey today. Yeet,home,1,sidebar,7,3.8862426245839816
e0968c95-dcc4-4d16-9566-c809c6397abb,517001a8-be20-465c-b584-3dc6422851cc,27,South America,Bring Stories to Life with Lumina Projectors. Yeet,software,1,pop-up,5,1.4309402038728036
9f05c360-73e1-4d53-b4dd-edd32de7d087,581f0092-a9d9-4ddd-bda4-96a78f5d7ae9,37,Asia,Shine Bright with GlitzGlam Accessories. Buy one get one free,beauty,1,banner,3,1.3146713636598248
9f05c360-73e1-4d53-b4dd-edd32de7d087,b55d9e79-8ca3-4aab-a000-e86631dde6a4,37,Asia,Yeet into the Next Generation of Technology.,electronics,0,sidebar,5,4.142310473918974
9f05c360-73e1-4d53-b4dd-edd32de7d087,31516856-be90-4155-b681-87c31fa946b8,37,Asia,Captivate the Crowd with your Yeet Charisma Couture Collections.,clothing,0,video,4,2.1073503419605246
9f05c360-73e1-4d53-b4dd-edd32de7d087,8a21c412-6afb-4ca2-88b4-585a4af04382,37,Asia,Elevate Your Tech Game! Buy one get one free today.,electronics,1,sidebar,4,2.4151760462038774
9f05c360-73e1-4d53-b4dd-edd32de7d087,9e4994e3-5fb2-4576-9124-2345917fddb0,37,Asia,Elevate Your Journey today. Yeet,home,0,banner,2,6.512856170481469
9f05c360-73e1-4d53-b4dd-edd32de7d087,552aa508-91c5-4a97-b9cc-52b27e565e31,37,Asia,Unleash the Thrills with The Tickler! Yeet. Buy one get one free,software,1,banner,5,3.8985767677528056
9f05c360-73e1-4d53-b4dd-edd32de7d087,00d26b09-4cb2-4af1-be85-5965f103a66f,37,Asia,Dominate the Roads with Phoenix Cyclone. Buy one get one free,home,1,sidebar,4,7.535608548144648
9f05c360-73e1-4d53-b4dd-edd32de7d087,19c9874e-4f8c-48a1-9703-eb0afe30255b,37,Asia,Define Your Era with TimelessThreads. Yeet,beauty,0,video,5,4.284437531805998
9f05c360-73e1-4d53-b4dd-edd32de7d087,191457b2-09e3-47fc-915e-7a30c5720cd0,37,Asia,Defy Reality with Vortex Gaming Consoles. Buy one get one free,software,1,banner,2,2.5281285410486576
9f05c360-73e1-4d53-b4dd-edd32de7d087,3ebc9e20-733b-4189-be0f-27f9f243a5a7,37,Asia,Dive into Fun at City! Buy one get one free,software,1,sidebar,6,3.8750106958288484
6af867a9-14ab-41ae-9cc8-c2a959af679e,16feceb3-178f-41b5-b057-9b765543f843,39,South America,Efficiency Meets Elegance with Aurora Hybrid.Buy one get one free,home,1,video,8,3.6417786505386824
6af867a9-14ab-41ae-9cc8-c2a959af679e,c3f35e29-a1b5-4408-b3d0-1ad78b3309ef,39,South America,Step Out in Style with Panache Boutique. Yeet,clothing,0,sidebar,4,4.61088431001525
6af867a9-14ab-41ae-9cc8-c2a959af679e,98c9078c-bf09-4fba-b488-6b12e0e0c5db,39,South America,Buy one get one free. Where Comfort Meets Elegance.,home,1,sidebar,5,2.658978954969547
6af867a9-14ab-41ae-9cc8-c2a959af679e,bd1bc7dc-fb5b-4023-b30e-fae5ea2a58dc,39,South America,Unleash the Yeet Future with Wizblip. Buy one get one free today.,electronics,1,video,8,1.5955151319790484
6af867a9-14ab-41ae-9cc8-c2a959af679e,c4998519-d8d0-4526-af92-830aaac087a3,39,South America,Craft Your Path with Navigator Custom SUVs. Yeet,home,0,video,6,9.942876036758024
6af867a9-14ab-41ae-9cc8-c2a959af679e,b55d9e79-8ca3-4aab-a000-e86631dde6a4,39,South America,Yeet into the Next Generation of Technology.,electronics,0,pop-up,6,3.874215075597488
6af867a9-14ab-41ae-9cc8-c2a959af679e,5b8e6c6d-7f04-4ec8-bbd6-49df995c0372,39,South America,Fashion that Feels Right.,clothing,0,pop-up,2,3.7121507998039127
6af867a9-14ab-41ae-9cc8-c2a959af679e,c4998519-d8d0-4526-af92-830aaac087a3,39,South America,Craft Your Path with Navigator Custom SUVs. Yeet,home,0,pop-up,6,3.3361630562471754
6af867a9-14ab-41ae-9cc8-c2a959af679e,bd1bc7dc-fb5b-4023-b30e-fae5ea2a58dc,39,South America,Unleash the Yeet Future with Wizblip. Buy one get one free today.,electronics,1,sidebar,5,4.880005812706635
6af867a9-14ab-41ae-9cc8-c2a959af679e,f117dff6-3b73-4c08-a750-dcd47410a107,39,South America,Unleash the Thrills of Yeet with The Tickler!,books,0,sidebar,5,2.2030103589766417
45025c18-aa4c-49c9-aa71-3f9f43a63397,b55d9e79-8ca3-4aab-a000-e86631dde6a4,68,Asia,Yeet into the Next Generation of Technology.,electronics,0,video,3,5.1408016418912235
45025c18-aa4c-49c9-aa71-3f9f43a63397,02ab5fc1-7da8-461c-b372-eee090bdb7c1,68,Asia,Smart Solutions for Smart People.,electronics,0,banner,8,5.305942152663088
45025c18-aa4c-49c9-aa71-3f9f43a63397,4c965926-324f-4f58-ae1b-a7eec6c16124,68,Asia,Epic Adventures Await! Buy one get one free,software,1,sidebar,0,3.323057107781401
45025c18-aa4c-49c9-aa71-3f9f43a63397,0f3a9139-05be-42b2-abc0-cb1ebf5f3f50,68,Asia,"Same great laptop, lower price.",electronics,0,video,2,1.479306426696258
45025c18-aa4c-49c9-aa71-3f9f43a63397,d72245d1-33cd-4982-ac6a-d9f52c66a799,68,Asia,Innovation at Your Fingertips. Yeet,electronics,0,banner,3,7.656603621898962
45025c18-aa4c-49c9-aa71-3f9f43a63397,191457b2-09e3-47fc-915e-7a30c5720cd0,68,Asia,Defy Reality with Vortex Gaming Consoles. Buy one get one free,software,1,pop-up,5,1.5775230429521439
45025c18-aa4c-49c9-aa71-3f9f43a63397,961fe4d8-3404-4c9e-8643-152380443c5f,68,Asia,Transform Your Drive with Toyota.,home,0,banner,13,1.8181334329721492
45025c18-aa4c-49c9-aa71-3f9f43a63397,9205f95d-306e-4b48-b784-859b87473768,68,Asia,Lead the way with VoltSurge Electronics! Buy one get one free now.,electronics,1,pop-up,7,6.046508439182462
45025c18-aa4c-49c9-aa71-3f9f43a63397,b55d9e79-8ca3-4aab-a000-e86631dde6a4,68,Asia,Yeet into the Next Generation of Technology.,electronics,0,banner,6,1.9688497465497106
45025c18-aa4c-49c9-aa71-3f9f43a63397,16feceb3-178f-41b5-b057-9b765543f843,68,Asia,Efficiency Meets Elegance with Aurora Hybrid.Buy one get one free,home,1,pop-up,7,3.6397372264243577
5133ca6d-6be5-49f9-b529-e9a7413d9853,a17a67a1-0a31-4698-9466-d45444a06502,54,Africa,Reimagine Elegance with VeraTrend Designs.,beauty,0,banner,3,4.454164316543178
5133ca6d-6be5-49f9-b529-e9a7413d9853,e39428e4-7768-40ff-a0cd-2b60142ac30a,54,Africa,Where Comfort Meets Couture. Yeet,clothing,0,video,2,1.3202557511311472
5133ca6d-6be5-49f9-b529-e9a7413d9853,1fa9955c-6591-4982-9c9d-021d43f565fc,54,Africa,Simplicity Meets Sophistication with PureLine Attire. Buy one get one free,clothing,1,pop-up,5,0.8715670219851603
5133ca6d-6be5-49f9-b529-e9a7413d9853,cabf4294-e915-43d8-891e-3fcebc5bbaf2,54,Africa,Where Stories Come to Life. Buy one get one free,books,1,sidebar,5,3.4362447425492424
5133ca6d-6be5-49f9-b529-e9a7413d9853,e63f15f3-e719-4ddb-86ee-ba8e469d1b1b,54,Africa,"Be Bold, Be Beautiful, Be You. Buy one get one free",beauty,1,sidebar,4,7.68531061875856
5133ca6d-6be5-49f9-b529-e9a7413d9853,3defaa95-0bfc-48f9-9bfb-3c27ab3db251,54,Africa,Express Yourself with Teacup Smock.,clothing,0,banner,3,0.5884962810315862
5133ca6d-6be5-49f9-b529-e9a7413d9853,c4998519-d8d0-4526-af92-830aaac087a3,54,Africa,Craft Your Path with Navigator Custom SUVs. Yeet,home,0,video,6,2.2685991125184257
5133ca6d-6be5-49f9-b529-e9a7413d9853,98c9078c-bf09-4fba-b488-6b12e0e0c5db,54,Africa,Buy one get one free. Where Comfort Meets Elegance.,home,1,video,4,10.303199974995977
5133ca6d-6be5-49f9-b529-e9a7413d9853,4a375a2d-8419-4339-9e93-499fc494b11c,54,Africa,Reimagine Elegance with VeraTrend Designs. Buy one get one free,clothing,1,pop-up,5,5.438677963750415
5133ca6d-6be5-49f9-b529-e9a7413d9853,e1b5f2c2-3952-42d2-9031-dc4a011cd0ed,54,Africa,"Adventure Awaits, Take the Wheel and Yeet.",home,0,pop-up,5,1.882718364787623
8fecea54-9005-424f-9c9b-0a80fcb3ed8c,6e9acc17-98fb-4b1a-a5b6-01a5ff3f1b7b,41,Europe,Step Out in Style with Panache Boutique.,beauty,0,sidebar,11,1.4421787883078394
8fecea54-9005-424f-9c9b-0a80fcb3ed8c,98736a79-cd33-490e-b18b-7f000b2796be,41,Europe,Experience Unmatched Elegance with Serenity Luxury Cars. Buy one get one free,home,1,sidebar,3,3.6652112386435483
8fecea54-9005-424f-9c9b-0a80fcb3ed8c,d72245d1-33cd-4982-ac6a-d9f52c66a799,41,Europe,Innovation at Your Fingertips. Yeet,electronics,0,pop-up,4,5.075846353896629
8fecea54-9005-424f-9c9b-0a80fcb3ed8c,6e9acc17-98fb-4b1a-a5b6-01a5ff3f1b7b,41,Europe,Step Out in Style with Panache Boutique.,beauty,0,sidebar,5,0.5229515260175054
8fecea54-9005-424f-9c9b-0a80fcb3ed8c,3ebc9e20-733b-4189-be0f-27f9f243a5a7,41,Europe,Dive into Fun at City! Buy one get one free,software,1,video,6,10.60421537774501
8fecea54-9005-424f-9c9b-0a80fcb3ed8c,bdd6bf66-c5f7-407d-bba3-79beb9bf8172,41,Europe,"Unwind, Relax, Enjoy Loungee! Buy one get one free",books,1,sidebar,4,8.442074046014886
8fecea54-9005-424f-9c9b-0a80fcb3ed8c,0f3a9139-05be-42b2-abc0-cb1ebf5f3f50,41,Europe,"Same great laptop, lower price.",electronics,0,pop-up,6,1.4340556115638572
8fecea54-9005-424f-9c9b-0a80fcb3ed8c,7e180d71-af63-4987-8638-3816c3d23377,41,Europe,Elegant Designs for Sophisticated Minds. Buy one get one free,clothing,1,banner,4,6.679504761774444
8fecea54-9005-424f-9c9b-0a80fcb3ed8c,6e9acc17-98fb-4b1a-a5b6-01a5ff3f1b7b,41,Europe,Step Out in Style with Panache Boutique.,beauty,0,banner,3,5.059603024924523
8fecea54-9005-424f-9c9b-0a80fcb3ed8c,581f0092-a9d9-4ddd-bda4-96a78f5d7ae9,41,Europe,Shine Bright with GlitzGlam Accessories. Buy one get one free,beauty,1,sidebar,5,0.6265985839630642
3529fd54-d482-4d29-b4f3-fb6e5b57ba63,a4f75f63-4464-4dc8-bb3f-52aad560067c,24,Africa,"Buy one get one free. Be Bold, Be Beautiful, Be Yeet",clothing,1,video,7,3.611831899065051
3529fd54-d482-4d29-b4f3-fb6e5b57ba63,c387d883-d357-41c5-b2c9-33b64a7f33ff,24,Africa,Revolutionize Your Experience with Our Tech! Yeet,electronics,1,sidebar,3,3.952442868981285
3529fd54-d482-4d29-b4f3-fb6e5b57ba63,a649b743-965d-4083-95e7-213572b81a05,24,Africa,Dive into Fun at City! Buy one get one free,books,0,sidebar,5,2.0636597834850527
3529fd54-d482-4d29-b4f3-fb6e5b57ba63,e39428e4-7768-40ff-a0cd-2b60142ac30a,24,Africa,Where Comfort Meets Couture. Yeet,clothing,1,banner,1,6.251915899612805
3529fd54-d482-4d29-b4f3-fb6e5b57ba63,5cdc1a72-7f0e-48bb-9cfd-ac6d57404d86,24,Africa,Lose Yourself in the Rhythm with BeatBlitz Yeet Headphones.,books,1,banner,4,2.5368102200738605
3529fd54-d482-4d29-b4f3-fb6e5b57ba63,3defaa95-0bfc-48f9-9bfb-3c27ab3db251,24,Africa,Express Yourself with Teacup Smock.,clothing,0,sidebar,1,1.1629245914124586
3529fd54-d482-4d29-b4f3-fb6e5b57ba63,ec90e517-18e7-4fca-b458-d03599fe16ab,24,Africa,"Making the Impossible, Possible with QuantumTech.",electronics,0,banner,3,1.4759135710461655
3529fd54-d482-4d29-b4f3-fb6e5b57ba63,e1b5f2c2-3952-42d2-9031-dc4a011cd0ed,24,Africa,"Adventure Awaits, Take the Wheel and Yeet.",home,1,pop-up,5,3.039585483615039
3529fd54-d482-4d29-b4f3-fb6e5b57ba63,4c965926-324f-4f58-ae1b-a7eec6c16124,24,Africa,Epic Adventures Await! Buy one get one free,software,0,video,10,0.5002055086827483
3529fd54-d482-4d29-b4f3-fb6e5b57ba63,4a375a2d-8419-4339-9e93-499fc494b11c,24,Africa,Reimagine Elegance with VeraTrend Designs. Buy one get one free,clothing,0,pop-up,6,1.1832359720810333
2fabfc3f-b4d9-4093-9e75-c0adde05fd9e,552aa508-91c5-4a97-b9cc-52b27e565e31,42,Europe,Unleash the Thrills with The Tickler! Yeet. Buy one get one free,software,1,pop-up,3,2.415472124002446
2fabfc3f-b4d9-4093-9e75-c0adde05fd9e,bd1bc7dc-fb5b-4023-b30e-fae5ea2a58dc,42,Europe,Unleash the Yeet Future with Wizblip. Buy one get one free today.,electronics,1,banner,7,1.6986633403603366
2fabfc3f-b4d9-4093-9e75-c0adde05fd9e,a4f75f63-4464-4dc8-bb3f-52aad560067c,42,Europe,"Buy one get one free. Be Bold, Be Beautiful, Be Yeet",clothing,1,pop-up,5,12.019139002707062
2fabfc3f-b4d9-4093-9e75-c0adde05fd9e,a4f75f63-4464-4dc8-bb3f-52aad560067c,42,Europe,"Buy one get one free. Be Bold, Be Beautiful, Be Yeet",clothing,1,pop-up,5,2.0286311150987912
2fabfc3f-b4d9-4093-9e75-c0adde05fd9e,ec90e517-18e7-4fca-b458-d03599fe16ab,42,Europe,"Making the Impossible, Possible with QuantumTech.",electronics,0,pop-up,5,2.857154260740733
2fabfc3f-b4d9-4093-9e75-c0adde05fd9e,a17a67a1-0a31-4698-9466-d45444a06502,42,Europe,Reimagine Elegance with VeraTrend Designs.,beauty,0,sidebar,4,9.394386433057226
