user_id,ad_id,age,location,ad_copy,product_type,ad_clicked,ad_type,pages_visited_this_session,site_visit_frequency
48ac3184-f718-4535-a5cf-8efce5ebd3d9,c3f35e29-a1b5-4408-b3d0-1ad78b3309ef,57,South America,Step Out in Style with Panache Boutique. Yeet,clothing,0,banner,4,6.729060614503035
801e68a2-7466-4105-b7d3-6d97bbdd6daa,e39428e4-7768-40ff-a0cd-2b60142ac30a,63,Europe,Where Comfort Meets Couture. Yeet,clothing,0,banner,2,9.82573749475381
c6d1f94f-6eac-4f51-b55f-2ce0c0d487b1,191457b2-09e3-47fc-915e-7a30c5720cd0,62,North America,Defy Reality with Vortex Gaming Consoles. Buy one get one free,software,1,pop-up,2,4.313848734480654
bed9a9af-42d4-47f5-b24f-87ec0298f47a,0f3a9139-05be-42b2-abc0-cb1ebf5f3f50,32,Asia,"Same great laptop, lower price.",electronics,0,video,7,4.906317103744687
6dfb44a6-8d73-4c33-ad72-9521a65afb08,191457b2-09e3-47fc-915e-7a30c5720cd0,21,Asia,Defy Reality with Vortex Gaming Consoles. Buy one get one free,software,0,pop-up,9,6.4011594016489015
9bee14ca-532f-483b-94d7-4ab2074cc934,3e97e2df-b5f0-4e65-87cd-f6fe189f1da9,48,Asia,Experience Cinematic Brilliance at Home with FlixMax. Buy one get one free,software,1,pop-up,7,11.97170413395803
c617255c-0b0f-4bf0-987f-96289d8140ea,98c9078c-bf09-4fba-b488-6b12e0e0c5db,45,Europe,Buy one get one free. Where Comfort Meets Elegance.,home,1,pop-up,9,5.561638058814944
1ff8f13b-d5ff-406b-9e40-dbf860aa46b9,3e97e2df-b5f0-4e65-87cd-f6fe189f1da9,30,South America,Experience Cinematic Brilliance at Home with FlixMax. Buy one get one free,software,0,sidebar,3,1.27636638596972
1c17fbde-90fc-4f90-a63e-adb1e6c977fc,b55d9e79-8ca3-4aab-a000-e86631dde6a4,30,North America,Yeet into the Next Generation of Technology.,electronics,0,video,4,5.301700632784637
f83b84da-c470-4eac-ac0b-7a5f87f266df,31516856-be90-4155-b681-87c31fa946b8,31,South America,Captivate the Crowd with your Yeet Charisma Couture Collections.,clothing,0,video,2,1.644194641502996
4bbc6935-d23f-436b-8ec5-5d3ec4fba1f7,0f3a9139-05be-42b2-abc0-cb1ebf5f3f50,34,Europe,"Same great laptop, lower price.",electronics,0,sidebar,3,3.1709790595803664
fea59753-7682-47a7-890d-5021b92c914a,c3f35e29-a1b5-4408-b3d0-1ad78b3309ef,39,North America,Step Out in Style with Panache Boutique. Yeet,clothing,0,video,1,1.5581262818048955
1ff6d685-998c-4905-923b-3e868fa96c5b,3defaa95-0bfc-48f9-9bfb-3c27ab3db251,52,North America,Express Yourself with Teacup Smock.,clothing,0,sidebar,3,5.291699675783828
143f0f92-b0aa-484b-a688-ba0ee1c5b26b,c3f35e29-a1b5-4408-b3d0-1ad78b3309ef,25,Africa,Step Out in Style with Panache Boutique. Yeet,clothing,1,video,2,1.477008097359996
b03a9514-3a33-4074-ae1e-f87ed7978ce0,017d7eda-3c81-4bf2-a9da-5306449f097d,42,Europe,Turn Heads with Lorean Blounge. Yeet,clothing,0,banner,4,2.945676522111268
c81f0658-ce46-4b8a-930c-ba8e7a8ed28c,517001a8-be20-465c-b584-3dc6422851cc,50,Europe,Bring Stories to Life with Lumina Projectors. Yeet,software,0,pop-up,2,0.5648561931070216
fb319110-9227-4ad2-97a5-81bf1e08f1ab,0d614b86-d203-41c6-9dc3-0b9a366aefbc,63,South America,Simplicity Meets Sophistication with PureLine Attire. Buy one get one free,beauty,1,sidebar,7,4.213863245940285
6571f87e-ddbd-4aed-a44c-ebc2084b507f,191457b2-09e3-47fc-915e-7a30c5720cd0,19,Europe,Defy Reality with Vortex Gaming Consoles. Buy one get one free,software,0,sidebar,4,4.995840168456493
4c0c0e4d-1bda-4856-bdb6-72c5cce0e0d4,01571e1d-1530-4508-af95-11c6610504b7,65,Europe,Transform Your World with Linvest. Buy one get one free!,electronics,1,video,3,3.543755982807072
9e40b68d-66fe-4eda-9832-3148f30bba28,4a375a2d-8419-4339-9e93-499fc494b11c,28,South America,Reimagine Elegance with VeraTrend Designs. Buy one get one free,clothing,0,pop-up,7,1.409915857819656
7658cbfb-c989-411c-ba8b-1afef53a904b,6271f2f8-a55f-4131-ac9e-2459187a6628,68,North America,Fashion that Feels Right. Yeet,beauty,0,video,5,13.771553837053938
1f1a6caa-2f5b-4898-ac86-c397eab47133,7361c175-923b-417f-ac87-a6bd473df5d0,44,Asia,"Seamless Integration, Effortless Living with CasaSync. Buy one get one free",electronics,1,sidebar,4,4.048244646362348
9d5e1ad8-eb47-4463-b995-bf092c760204,185542f9-92ab-41c6-861d-022ec9cd3aea,41,Asia,Dive into a World of Fun.,books,0,banner,3,3.1422886205933227
897b68ce-83e0-4ae2-ad2a-866ce5485cf8,7361c175-923b-417f-ac87-a6bd473df5d0,38,Europe,"Seamless Integration, Effortless Living with CasaSync. Buy one get one free",electronics,1,banner,5,2.0445724185436847
327cf412-00bd-4da0-9192-cf8ef3974e54,31516856-be90-4155-b681-87c31fa946b8,52,Asia,Captivate the Crowd with your Yeet Charisma Couture Collections.,clothing,0,banner,12,2.252149573032233
87de98c1-9287-4876-bb23-6254c059051d,3defaa95-0bfc-48f9-9bfb-3c27ab3db251,46,Asia,Express Yourself with Teacup Smock.,clothing,0,video,4,1.0340189012809051
05f83a62-e7e7-4c28-bc4b-cca18908e4d6,e1b5f2c2-3952-42d2-9031-dc4a011cd0ed,50,Africa,"Adventure Awaits, Take the Wheel and Yeet.",home,0,pop-up,4,1.7660130038888378
ea85e3c5-95af-4268-9028-1d42fb96678f,7159d412-3b20-4db8-b89b-a0941ba613fe,36,Europe,Tech That Fits Your Life with FlexGadgets. Yeet,electronics,0,pop-up,6,9.553511008716423
922ac1a3-9b19-4cdf-8475-e4186cc119c0,5cdc1a72-7f0e-48bb-9cfd-ac6d57404d86,53,Asia,Lose Yourself in the Rhythm with BeatBlitz Yeet Headphones.,books,0,video,2,11.215977665452732
2c7828ea-b9fa-4784-8821-4f83fb20732b,5b8e6c6d-7f04-4ec8-bbd6-49df995c0372,28,North America,Fashion that Feels Right.,clothing,0,video,1,5.386697378195511
2cbd45cf-f86e-4abf-b481-68d3a872c982,1be143da-f6a1-4095-bf60-02e73381bacb,40,Europe,Experience Wonder like Never Before! Yeet,books,0,video,3,0.4134205650470738
9713e22b-50db-4e2b-b31d-641ac2025696,7e180d71-af63-4987-8638-3816c3d23377,43,Europe,Elegant Designs for Sophisticated Minds. Buy one get one free,clothing,1,sidebar,6,6.098422581441858
21e515f7-b6ad-403c-af37-5cbe0ca6c1c6,961fe4d8-3404-4c9e-8643-152380443c5f,31,South America,Transform Your Drive with Toyota.,home,0,banner,6,0.1450248582869588
b2b56656-bd15-444f-9c02-bb6826168536,3ae1e84d-1cad-4b07-a4e3-ad9fd7134bee,32,Africa,Feel the Power of Freedom with EagleEye Motorcycles.Buy one get one free,home,1,banner,5,4.55267542091707
791e7151-3293-42bb-bc22-3ebb1f39b4ad,185542f9-92ab-41c6-861d-022ec9cd3aea,47,Africa,Dive into a World of Fun.,books,0,pop-up,4,3.756823711276766
31811844-201c-4d80-bcce-6a1101d68f3d,7159d412-3b20-4db8-b89b-a0941ba613fe,38,North America,Tech That Fits Your Life with FlexGadgets. Yeet,electronics,0,video,5,6.527604535903941
15e73047-0124-41d0-8edf-22db05533d1c,00d26b09-4cb2-4af1-be85-5965f103a66f,51,Asia,Dominate the Roads with Phoenix Cyclone. Buy one get one free,home,1,banner,5,3.0390672215646912
6ef5670f-79b2-4d94-8eab-1f1f7ef9d0f9,ec90e517-18e7-4fca-b458-d03599fe16ab,42,North America,"Making the Impossible, Possible with QuantumTech.",electronics,0,sidebar,8,7.950564725859574
03d8dd4e-b339-4398-ada8-622292a7f704,98c9078c-bf09-4fba-b488-6b12e0e0c5db,51,South America,Buy one get one free. Where Comfort Meets Elegance.,home,1,video,8,1.3974390199293294
482a0f88-c50f-4d9d-889e-b154e448c9fa,1be143da-f6a1-4095-bf60-02e73381bacb,43,Asia,Experience Wonder like Never Before! Yeet,books,0,sidebar,6,1.178554485204909
8d5b7a1c-2ff8-4e14-9008-3e3eedf6012b,ec90e517-18e7-4fca-b458-d03599fe16ab,61,South America,"Making the Impossible, Possible with QuantumTech.",electronics,0,pop-up,5,5.364023066511186
e68b2ca1-f01f-4814-908c-0b2a6b26190d,c9bf62c0-f1db-4e2d-aabe-35e56813d6ba,31,Africa,Walk with Confidence with Stride Elegante Shoes.,clothing,0,video,2,5.104331241857687
a95a2a5a-d049-4a25-aad1-5cb689453c09,e39428e4-7768-40ff-a0cd-2b60142ac30a,59,Africa,Where Comfort Meets Couture. Yeet,clothing,0,sidebar,5,2.213737355191673
c0a61bdf-2bb4-4a10-9fd4-c3ae7bef5101,3ebc9e20-733b-4189-be0f-27f9f243a5a7,61,South America,Dive into Fun at City! Buy one get one free,software,1,video,4,3.92936142603324
a66ddff0-a9dd-45e0-bf39-a98dd86b8bfb,0f3a9139-05be-42b2-abc0-cb1ebf5f3f50,36,Europe,"Same great laptop, lower price.",electronics,0,video,2,5.848367007640198
d9112afa-aa56-4836-a088-6f4f4a2c28b0,552aa508-91c5-4a97-b9cc-52b27e565e31,32,North America,Unleash the Thrills with The Tickler! Yeet. Buy one get one free,software,1,video,7,4.121943318712741
143dc448-1f4d-4d78-ae39-cccaec9ecca4,c3f35e29-a1b5-4408-b3d0-1ad78b3309ef,62,South America,Step Out in Style with Panache Boutique. Yeet,clothing,0,video,4,1.6857588254750848
e8517f29-83e2-4b0e-a9b4-3a47e2f48db5,a4f75f63-4464-4dc8-bb3f-52aad560067c,50,Africa,"Buy one get one free. Be Bold, Be Beautiful, Be Yeet",clothing,1,sidebar,1,4.212401947418084
5af209bc-5655-49fd-bbb6-9773fdfe41a3,e63f15f3-e719-4ddb-86ee-ba8e469d1b1b,32,Africa,"Be Bold, Be Beautiful, Be You. Buy one get one free",beauty,1,pop-up,5,3.141957288818716
7a669c1c-da4d-4752-99df-1b6836bbd424,9e4994e3-5fb2-4576-9124-2345917fddb0,66,Africa,Elevate Your Journey today. Yeet,home,0,video,6,3.2799681331836585
2028ee56-5856-4130-bed3-ad793edb1ad7,ba1c7cca-3e92-4bd5-b40d-41c609b19411,66,North America,Epic Yeet Adventures Await!,books,0,sidebar,6,3.864658209623595
7a15b60a-6d86-4cdc-a570-9b40bdfeb7b2,6ee47bf9-adba-4be6-aa6a-b56b24958c43,56,South America,Journey Through Sound with EchoTunes Music Service.,software,0,banner,2,2.599160928434169
60b8b5df-58e0-475a-a34d-ec6dedd40b19,19c9874e-4f8c-48a1-9703-eb0afe30255b,69,Asia,Define Your Era with TimelessThreads. Yeet,beauty,0,video,7,4.479838115678374
f3030256-6382-4f4b-b322-0097ce63c3bd,f117dff6-3b73-4c08-a750-dcd47410a107,68,South America,Unleash the Thrills of Yeet with The Tickler!,books,0,sidebar,5,2.899604046040376
ac4b8ed8-3e3e-48e0-81b7-47e7ba5174e9,017d7eda-3c81-4bf2-a9da-5306449f097d,53,Europe,Turn Heads with Lorean Blounge. Yeet,clothing,0,pop-up,5,1.384855786509856
515534a9-7a2d-423f-9c91-31482bfe238a,19c9874e-4f8c-48a1-9703-eb0afe30255b,54,North America,Define Your Era with TimelessThreads. Yeet,beauty,0,sidebar,11,4.797147127410905
5656f890-8233-4c99-a08a-5eb64019fc8c,c5b5f14b-1904-42b0-94a5-eb29186e7e0d,44,South America,Yeet Yourself in the Rhythm with BeatBlitz Headphones.,software,0,pop-up,2,3.2146546765639146
6797eeba-cb58-412f-9f3f-54e37a324cab,31516856-be90-4155-b681-87c31fa946b8,37,South America,Captivate the Crowd with your Yeet Charisma Couture Collections.,clothing,0,video,6,5.61464345777623
55b4a29f-7723-4b4e-8606-d107ff2dc82b,ba1c7cca-3e92-4bd5-b40d-41c609b19411,60,Africa,Epic Yeet Adventures Await!,books,0,sidebar,8,4.927020791174513
3b8d7936-ec39-400a-9019-b3c66f89fb85,9e4994e3-5fb2-4576-9124-2345917fddb0,42,North America,Elevate Your Journey today. Yeet,home,0,sidebar,3,6.947497386013223
4e29e1e7-4e08-4e2b-8c16-7e0fb514ea19,6ee47bf9-adba-4be6-aa6a-b56b24958c43,21,Europe,Journey Through Sound with EchoTunes Music Service.,software,0,video,7,5.316953411614298
85e69a36-955b-4e0b-9789-37b96e8ad76c,8477f98b-fd9e-4513-934a-e9b48606abab,32,South America,Dive into a World of Fun. Yeet,software,0,video,6,2.942004156453659
c7931f6f-2825-447e-a3ba-2724cf0752ba,16feceb3-178f-41b5-b057-9b765543f843,30,South America,Efficiency Meets Elegance with Aurora Hybrid.Buy one get one free,home,0,sidebar,1,3.260455642581591
a4e5ad4e-c58e-454c-b972-5a87c24a09dc,961fe4d8-3404-4c9e-8643-152380443c5f,65,Africa,Transform Your Drive with Toyota.,home,0,banner,4,1.8350187903550397
7685a8f5-c031-485d-808c-f4d409a4bf23,ec90e517-18e7-4fca-b458-d03599fe16ab,42,Africa,"Making the Impossible, Possible with QuantumTech.",electronics,0,video,6,0.9967777056669174
27422428-9113-4a9c-8454-d80f5c0a4375,7361c175-923b-417f-ac87-a6bd473df5d0,18,North America,"Seamless Integration, Effortless Living with CasaSync. Buy one get one free",electronics,0,banner,5,2.4143809886468937
fe68097b-683c-4bb9-b288-15fc18027038,407fe646-bb2d-4f25-a630-606450b83434,35,Africa,Captivate the Crowd with Yeet Charisma Couture Collections.,beauty,0,pop-up,8,3.37604354494189
82c07057-6bfa-48d0-97dc-b75bffebcfe0,581f0092-a9d9-4ddd-bda4-96a78f5d7ae9,21,Africa,Shine Bright with GlitzGlam Accessories. Buy one get one free,beauty,0,video,3,1.6247061805517942
b5e19034-4160-4624-8c45-a86f121a5298,961fe4d8-3404-4c9e-8643-152380443c5f,21,Asia,Transform Your Drive with Toyota.,home,0,pop-up,7,3.0172808556838207
3aafcbca-d1f0-4620-b543-db133d970e00,31516856-be90-4155-b681-87c31fa946b8,43,North America,Captivate the Crowd with your Yeet Charisma Couture Collections.,clothing,0,pop-up,5,7.779495420887785
fe2ac621-7195-4bce-9754-c8ab2f2144ad,581f0092-a9d9-4ddd-bda4-96a78f5d7ae9,69,South America,Shine Bright with GlitzGlam Accessories. Buy one get one free,beauty,1,pop-up,8,3.124413061127337
ffe114c2-3f64-47e0-aedd-c3537f58bb35,7f400246-d613-4d91-89eb-fa3e301ea58b,19,North America,Experience Cinematic Brilliance at Home with FlixMax.Buy one get one free,books,0,banner,6,2.4300344336845834
2c8ab84e-27dc-4a0d-b2eb-935ca12e107e,445e0d36-2873-4f50-994f-0fdc3f78a9a6,42,Asia,Change Your Yeet View with OmniLens.,electronics,0,pop-up,6,7.291855814761265
988d992d-155b-4ef4-862b-b67db8b8281f,3defaa95-0bfc-48f9-9bfb-3c27ab3db251,35,Africa,Express Yourself with Teacup Smock.,clothing,0,banner,6,2.446825853984841
38f11146-3984-4af5-a065-1ad81f540dad,7f400246-d613-4d91-89eb-fa3e301ea58b,51,Europe,Experience Cinematic Brilliance at Home with FlixMax.Buy one get one free,books,1,video,6,0.4735332572780328
f0cee594-d43b-4a55-9fc6-6d11409397b0,a17a67a1-0a31-4698-9466-d45444a06502,66,Africa,Reimagine Elegance with VeraTrend Designs.,beauty,0,sidebar,6,6.70735965389226
f0849900-5708-4840-8347-726382d149f2,3e97e2df-b5f0-4e65-87cd-f6fe189f1da9,20,Africa,Experience Cinematic Brilliance at Home with FlixMax. Buy one get one free,software,0,banner,4,6.373536667532365
482a0f88-c50f-4d9d-889e-b154e448c9fa,517001a8-be20-465c-b584-3dc6422851cc,43,Asia,Bring Stories to Life with Lumina Projectors. Yeet,software,0,pop-up,3,6.482828221674781
3d94ffd3-d322-412f-969f-7f9318cdced0,443a7dbc-f8ae-4f25-a32f-71f45d0b5a71,63,Europe,Rediscover Road Trips with Wanderlust RVs.,home,0,pop-up,10,3.318607593090233
6376c9b7-7fa3-438e-9ab2-0b3d3a13eeae,60a6471a-bf77-4790-b74b-61b44b879204,37,North America,Bring Stories to Life with Lumina Projectors. Buy one get one free,books,1,banner,5,4.916622481061158
30c973c0-d98e-493b-a6c6-ccf793fe986d,01571e1d-1530-4508-af95-11c6610504b7,46,North America,Transform Your World with Linvest. Buy one get one free!,electronics,1,video,4,6.897502505910835
de64ebfa-9027-422a-ad9e-d25213acb491,e39428e4-7768-40ff-a0cd-2b60142ac30a,33,Europe,Where Comfort Meets Couture. Yeet,clothing,0,banner,4,3.294275942584325
d9f389ab-d4df-46b0-85c4-f74a23d37d66,00d26b09-4cb2-4af1-be85-5965f103a66f,42,Asia,Dominate the Roads with Phoenix Cyclone. Buy one get one free,home,1,pop-up,7,2.3763555189349845
a393649a-6d55-47ac-a989-19c9b1cc982b,98736a79-cd33-490e-b18b-7f000b2796be,42,South America,Experience Unmatched Elegance with Serenity Luxury Cars. Buy one get one free,home,1,banner,10,9.279394300089672
a53b988e-4cfb-4fa3-8c22-e4db42fb772a,bdd6bf66-c5f7-407d-bba3-79beb9bf8172,53,South America,"Unwind, Relax, Enjoy Loungee! Buy one get one free",books,1,pop-up,6,3.618921521143577
1908ad55-f52c-4334-83e0-53910d6cb9cd,4a375a2d-8419-4339-9e93-499fc494b11c,19,Asia,Reimagine Elegance with VeraTrend Designs. Buy one get one free,clothing,0,pop-up,3,5.8925855828738
d1326ffe-46cb-4500-800c-4485b69e97fd,e85892d2-cce4-4173-9de6-eb6225f755b6,59,Europe,Unleash Your Inner Style. Buy one get one free,clothing,1,sidebar,5,1.771387540026255
6666173a-ab53-442a-af10-7151f74da609,e39428e4-7768-40ff-a0cd-2b60142ac30a,69,Europe,Where Comfort Meets Couture. Yeet,clothing,0,video,5,4.153372690228992
05d5f0ea-b80b-44c7-a4e7-cfb1d7ba007a,fc0736f9-1d89-44fc-ad90-bc32c8c94c7a,40,Africa,Rediscover Reality-- Yeet -- with SpectraView VR.,electronics,0,banner,4,2.052142345078575
bf0c2e43-eb16-4256-a884-117a941793c4,017d7eda-3c81-4bf2-a9da-5306449f097d,23,South America,Turn Heads with Lorean Blounge. Yeet,clothing,1,pop-up,3,3.909697731061141
6829892c-0ffa-45c9-8033-9956417aa0be,bd1bc7dc-fb5b-4023-b30e-fae5ea2a58dc,35,North America,Unleash the Yeet Future with Wizblip. Buy one get one free today.,electronics,1,pop-up,3,4.253808745698556
64947b38-ba1a-4f06-b8e1-97d85e3ddea3,c3f35e29-a1b5-4408-b3d0-1ad78b3309ef,27,South America,Step Out in Style with Panache Boutique. Yeet,clothing,1,pop-up,9,1.7918462572522829
a3e035e3-3b2a-48ca-bdb5-0be209674468,4a375a2d-8419-4339-9e93-499fc494b11c,38,Asia,Reimagine Elegance with VeraTrend Designs. Buy one get one free,clothing,1,banner,7,2.061328264420239
79707ea8-1506-4e23-ac0c-86da08564951,7e180d71-af63-4987-8638-3816c3d23377,63,South America,Elegant Designs for Sophisticated Minds. Buy one get one free,clothing,1,banner,3,4.448874938214813
5af209bc-5655-49fd-bbb6-9773fdfe41a3,31516856-be90-4155-b681-87c31fa946b8,32,Africa,Captivate the Crowd with your Yeet Charisma Couture Collections.,clothing,0,banner,2,0.6106087090141004
d04dd7b3-ea87-4cc4-9c58-4a1cf9e1a52a,1fa9955c-6591-4982-9c9d-021d43f565fc,43,North America,Simplicity Meets Sophistication with PureLine Attire. Buy one get one free,clothing,1,video,2,2.5674789466897843
3b72c492-43bb-410d-b9f4-0603df760cbe,3ae1e84d-1cad-4b07-a4e3-ad9fd7134bee,64,Europe,Feel the Power of Freedom with EagleEye Motorcycles.Buy one get one free,home,1,banner,2,10.027222569199296
e0364b31-5f15-4660-8cc5-a362b9f48584,e39428e4-7768-40ff-a0cd-2b60142ac30a,29,Africa,Where Comfort Meets Couture. Yeet,clothing,1,banner,2,3.17731340453511
7c8d4fde-f10a-4214-816b-0a4b474b37ad,02ab5fc1-7da8-461c-b372-eee090bdb7c1,25,Europe,Smart Solutions for Smart People.,electronics,0,sidebar,4,1.518948304595627
aa8ec30c-96da-4ba2-bb27-0de565eeef7e,8477f98b-fd9e-4513-934a-e9b48606abab,48,Africa,Dive into a World of Fun. Yeet,software,0,pop-up,2,4.783097856623884
8fecea54-9005-424f-9c9b-0a80fcb3ed8c,98736a79-cd33-490e-b18b-7f000b2796be,41,Europe,Experience Unmatched Elegance with Serenity Luxury Cars. Buy one get one free,home,1,sidebar,3,3.665211238643548
6953a9fc-8351-414a-9e41-f3e5f0c1deb1,98736a79-cd33-490e-b18b-7f000b2796be,36,Asia,Experience Unmatched Elegance with Serenity Luxury Cars. Buy one get one free,home,1,banner,2,3.6328818573147177
2f46f59e-c838-49b5-830a-09a9a3686d2a,5b8e6c6d-7f04-4ec8-bbd6-49df995c0372,58,North America,Fashion that Feels Right.,clothing,0,video,5,7.418469975763892
06cc3d90-f4f8-4342-9422-e21404154438,5b8e6c6d-7f04-4ec8-bbd6-49df995c0372,60,Africa,Fashion that Feels Right.,clothing,0,pop-up,3,1.0073946618807956
39b88e9b-2512-40aa-bbf5-fef5dc22d2ee,c4998519-d8d0-4526-af92-830aaac087a3,59,Asia,Craft Your Path with Navigator Custom SUVs. Yeet,home,0,video,5,1.4899211034364628
b665e0f3-e634-452e-b383-72155d3c76d2,3defaa95-0bfc-48f9-9bfb-3c27ab3db251,69,Asia,Express Yourself with Teacup Smock.,clothing,0,pop-up,4,3.755214941509617
0e4ec49e-b1db-4a81-8694-792a35b5565e,b55d9e79-8ca3-4aab-a000-e86631dde6a4,41,Europe,Yeet into the Next Generation of Technology.,electronics,0,banner,7,1.6854264210141363
0933dddf-4102-4b28-950e-a42dbb2ca76c,5b8e6c6d-7f04-4ec8-bbd6-49df995c0372,37,Asia,Fashion that Feels Right.,clothing,0,sidebar,4,1.1709984514730818
af9da76c-affe-4f53-b2d3-07161ef0ee5e,c387d883-d357-41c5-b2c9-33b64a7f33ff,29,Europe,Revolutionize Your Experience with Our Tech! Yeet,electronics,1,banner,3,4.834051712548733
d84d96fb-9b1d-4f98-9f10-5df74baaebb1,fc0736f9-1d89-44fc-ad90-bc32c8c94c7a,35,South America,Rediscover Reality-- Yeet -- with SpectraView VR.,electronics,0,video,6,2.831679114227621
c6d1f94f-6eac-4f51-b55f-2ce0c0d487b1,017d7eda-3c81-4bf2-a9da-5306449f097d,62,North America,Turn Heads with Lorean Blounge. Yeet,clothing,0,banner,7,2.35477268715863
3b232a68-50a8-47c0-b5c1-29e868e50aa6,1fa9955c-6591-4982-9c9d-021d43f565fc,31,Europe,Simplicity Meets Sophistication with PureLine Attire. Buy one get one free,clothing,1,sidebar,5,2.029951927547786
e68b2ca1-f01f-4814-908c-0b2a6b26190d,aa241c04-723f-4f65-8e9e-fb706e41f7eb,31,Africa,Define Your Era with TimelessThreads.,clothing,0,banner,1,8.715963192494474
44108ceb-df73-41d3-8e07-04d6a6d21dae,bdd6bf66-c5f7-407d-bba3-79beb9bf8172,63,North America,"Unwind, Relax, Enjoy Loungee! Buy one get one free",books,1,banner,5,4.970429432044513
6baa9d25-95b4-410e-9d2e-f8860e23ad0d,e1b5f2c2-3952-42d2-9031-dc4a011cd0ed,58,South America,"Adventure Awaits, Take the Wheel and Yeet.",home,0,sidebar,4,2.7818499957605374
fe68097b-683c-4bb9-b288-15fc18027038,b55d9e79-8ca3-4aab-a000-e86631dde6a4,35,Africa,Yeet into the Next Generation of Technology.,electronics,0,pop-up,6,3.4655368984778767
c3932561-f816-4fa2-9220-a1854eb8d6bf,0f3a9139-05be-42b2-abc0-cb1ebf5f3f50,47,South America,"Same great laptop, lower price.",electronics,0,sidebar,5,6.349035644522896
bf0c2e43-eb16-4256-a884-117a941793c4,1fa9955c-6591-4982-9c9d-021d43f565fc,23,South America,Simplicity Meets Sophistication with PureLine Attire. Buy one get one free,clothing,0,video,5,0.8927901769638923
e608b7ae-286f-411e-a5be-d9595a29abe8,01571e1d-1530-4508-af95-11c6610504b7,19,South America,Transform Your World with Linvest. Buy one get one free!,electronics,0,sidebar,8,3.858714465260743
41b62c6a-0c47-4ae6-b610-106b67e9cd38,6ee47bf9-adba-4be6-aa6a-b56b24958c43,48,North America,Journey Through Sound with EchoTunes Music Service.,software,0,banner,3,4.327542836892172
45025c18-aa4c-49c9-aa71-3f9f43a63397,16feceb3-178f-41b5-b057-9b765543f843,68,Asia,Efficiency Meets Elegance with Aurora Hybrid.Buy one get one free,home,1,pop-up,7,3.6397372264243577
af25e8c3-ef49-4465-8334-fcbd0fcfec8d,4a375a2d-8419-4339-9e93-499fc494b11c,64,North America,Reimagine Elegance with VeraTrend Designs. Buy one get one free,clothing,1,pop-up,3,3.072726895243045
39b88e9b-2512-40aa-bbf5-fef5dc22d2ee,00d26b09-4cb2-4af1-be85-5965f103a66f,59,Asia,Dominate the Roads with Phoenix Cyclone. Buy one get one free,home,1,sidebar,1,1.9991412070170729
27257e18-85e6-4c63-acd3-06bf5263f946,f117dff6-3b73-4c08-a750-dcd47410a107,66,South America,Unleash the Thrills of Yeet with The Tickler!,books,0,sidebar,6,2.3386047942134365
